Title,Video ID,Video URL,Channel Title,Misleading Video,False Promises ,Exaggerated Video,Spam Content ,Exploits Curiosity Gap :,Label
"LUDO: Aabaad Barbaad (Audio) Abhishek B, Aditya K, Rajkummar R, Sanya M, Fatima S | Arijit, Pritam",TsNZZ1Se-iw,https://www.youtube.com/watch?v=TsNZZ1Se-iw,T-Series,No,No,No,No,No,Real
"Chhalaang | Making of Care Ni Karda | Rajkummar R, Nushrratt B | YoYo Honey Singh, Alfaaz, Hommie D",rH-dbIHR_lw,https://www.youtube.com/watch?v=rH-dbIHR_lw,T-Series,No,No,No,No,No,Real
"Gunjan Saxena – The Kargil Girl | World Television Premiere | Sun, 27th Dec, 8 pm",S-VTSEw3AwU,https://www.youtube.com/watch?v=S-VTSEw3AwU,ZEE CINEMA,No,No,No,No,No,Real
"Kaun Kitney Paani Mein (2015) | Bollywood Full Movie | Kunal Kapoor, Radhika Apte",vIGrZbKtj_U,https://www.youtube.com/watch?v=vIGrZbKtj_U,Zee Movies Hindi,No,No,No,No,No,Real
"Faraar Song | Sandeep Aur Pinky Faraar | Arjun Kapoor, Parineeti Chopra, Anu Malik, Dibakar Banerjee",2jlOLIMUZVo,https://www.youtube.com/watch?v=2jlOLIMUZVo,YRF,No,No,No,No,No,Real
Hrithik Roshan - Entry Scene | War | Tiger Shroff,-RuSqMYcQK0,https://www.youtube.com/watch?v=-RuSqMYcQK0,YRF,No,No,No,No,No,Real
Mardaani 2 | Promo | Hero Banne Ki Koshish | Rani Mukerji | Vishal Jethwa | Gopi Puthran,QQztYIN_ILg,https://www.youtube.com/watch?v=QQztYIN_ILg,YRF,No,No,No,No,No,Real
Mardaani 2 | Promo | The New Face of Evil | Rani Mukerji | Vishal Jethwa | Gopi Puthran,RKyPYWVlj78,https://www.youtube.com/watch?v=RKyPYWVlj78,YRF,No,No,No,No,No,Real
Mardaani 2 | Promo | Dum Hai Toh Rok Le Ja | Rani Mukerji | Vishal Jethwa | Gopi Puthran,rTY0QLd5sR8,https://www.youtube.com/watch?v=rTY0QLd5sR8,YRF,No,No,No,No,No,Real
Mardaani 2 | Promo | Shivani Shivaji Roy | Rani Mukerji | Vishal Jethwa | Gopi Puthran,BWcANNU71HA,https://www.youtube.com/watch?v=BWcANNU71HA,YRF,No,No,No,No,No,Real
Mardaani 2 | Official Trailer | Rani Mukerji,dKeRIOA28Jk,https://www.youtube.com/watch?v=dKeRIOA28Jk,YRF,No,No,No,No,No,Real
"Jai Jai Shivshankar | Full Song | WAR | Hrithik Roshan, Tiger Shroff | Vishal & Shekhar, Benny Dayal",oGneAab3e88,https://www.youtube.com/watch?v=oGneAab3e88,YRF,No,No,No,No,No,Real
Flute Version: Hey Shona | Ta Ra Rum Pum | Vishal & Shekhar | Javed Akhtar | Vijay Tambe,ilUr1m4wWnQ,https://www.youtube.com/watch?v=ilUr1m4wWnQ,YRF,No,No,No,No,No,Real
Watch Tiger Shroff in WAR | Hrithik Roshan | Vaani Kapoor | Siddharth Anand,m8L-qd-truQ,https://www.youtube.com/watch?v=m8L-qd-truQ,YRF,No,No,No,No,No,Real
Mardaani 2 | Rani Mukerji | Date Announcement Teaser,S9OurEobSIk,https://www.youtube.com/watch?v=S9OurEobSIk,YRF,No,No,No,No,No,Real
Tu Pehlwaan Kaise Ban Gayi | Scene | Sultan | Salman Khan | Anushka Sharma | Ali Abbas Zafar,ybZxO3uryEo,https://www.youtube.com/watch?v=ybZxO3uryEo,YRF,No,No,No,No,No,Real
Hum Pyaar Karte Hain Aapse | Scene | Gunday | Ranveer Singh | Arjun Kapoor | Priyanka Chopra,bSkva8ZeMJk,https://www.youtube.com/watch?v=bSkva8ZeMJk,YRF,No,No,No,No,No,Real
First Timers | Scene | Band Baaja Baaraat | Ranveer Singh | Anushka Sharma,KTvdiIWenk8,https://www.youtube.com/watch?v=KTvdiIWenk8,YRF,No,No,No,No,No,Real
"Manzoor-e-Khuda Full Song | Thugs Of Hindostan | Aamir, Katrina, Fatima, Ajay-Atul, A Bhattacharya",h--itzp_dVo,https://www.youtube.com/watch?v=h--itzp_dVo,YRF,No,No,No,No,No,Real
Flute Version: Bulleya | Sultan | Vishal and Shekhar | Irshad Kamil | Vijay Tambe,3Y4kqxdBEQ0,https://www.youtube.com/watch?v=3Y4kqxdBEQ0,YRF,No,No,No,No,No,Real
Best Comedy Hindi Scenes | Bollywood Comedy Ke Baadshah | Rajpal Yadav - Johnny Lever - Paresh Rawal,r3mxrG2dIBY,https://www.youtube.com/watch?v=r3mxrG2dIBY,Shemaroo Comedy,No,No,No,No,No,Real
Blast From The Past  | Hindi Comedy Scenes Welcome & Pher Hera Pheri - Paresh Rawal - Akshay Kumar,jE30Ro3Fd68,https://www.youtube.com/watch?v=jE30Ro3Fd68,Shemaroo Comedy,No,No,No,No,No,Real
"Fool N Final - Superhit Bollywood Comedy Movie - Part 8 - Paresh Rawal, Johnny Lever - Sunny Deol",OfhKr2sb17U,https://www.youtube.com/watch?v=OfhKr2sb17U,Shemaroo Comedy,No,No,No,No,No,Real
"Fool N Final - Superhit Bollywood Comedy Movie - Part 4 - Paresh Rawal, Johnny Lever - Sunny Deol",NU_GDBObm1Y,https://www.youtube.com/watch?v=NU_GDBObm1Y,Shemaroo Comedy,No,No,No,No,No,Real
Kunwara- Superhit Bollywood Comedy Movie - Part 6 - Govinda | Urmila Matondkar | Johnny Lever,R4AqB_zewLo,https://www.youtube.com/watch?v=R4AqB_zewLo,Shemaroo Comedy,No,No,No,No,No,Real
Fun2Ssh - Movie In Part 07 - Paresh Rawal - Gulshan Grover - Raima Sen,QYfvW2ynqJE,https://www.youtube.com/watch?v=QYfvW2ynqJE,Shemaroo,No,No,No,No,No,Real
Fun2Ssh - Movie In Part 04 - Paresh Rawal - Gulshan Grover - Raima Sen,tsrekysPoxc,https://www.youtube.com/watch?v=tsrekysPoxc,Shemaroo,No,No,No,No,No,Real
"Hotstar Specials 1962 The War In The Hills | Official Trailer | Abhay Deol, Mahesh Manjrekar| Feb 26",Wd9bx1HeLlw,https://www.youtube.com/watch?v=Wd9bx1HeLlw,DisneyPlus Hotstar VIP,No,No,No,No,No,Real
Yeh Kya Hogaya | Laxmii | Akshay Kumar | Kiara Advani | Raghava Lawrence | 9th Nov,Irv85GaWm8I,https://www.youtube.com/watch?v=Irv85GaWm8I,DisneyPlus Hotstar VIP,No,No,No,No,No,Real
Laal Saree | Laxmii | Akshay Kumar | Kiara Advani | Raghava Lawrence | 9th Nov,sqYKKjLZNk4,https://www.youtube.com/watch?v=sqYKKjLZNk4,DisneyPlus Hotstar VIP,No,No,No,No,No,Real
Sadak 2 | Sanjay Dutt | Alia Bhatt | Aditya Roy Kapur | Now Streaming,0AEH2op8DRk,https://www.youtube.com/watch?v=0AEH2op8DRk,DisneyPlus Hotstar VIP,No,No,No,No,No,Real
Khuda Haafiz | Vidyut Jammwal | Shivaleeka Oberoi | Streaming from 14th August,c1lin_f9lVg,https://www.youtube.com/watch?v=c1lin_f9lVg,DisneyPlus Hotstar VIP,No,No,No,No,No,Real
Loot Ke Peeche Ki Kahani | Lootcase | Kunal | Rasika | Ranvir | Dir: Rajesh Krishnan | Streaming Now,T502Ofsad1Q,https://www.youtube.com/watch?v=T502Ofsad1Q,DisneyPlus Hotstar VIP,No,No,No,No,No,Real
Khuda Haafiz I Official Trailer I Disney+ Hotstar Multiplex I Streaming from 14th August 2020,q67l_GOUzGc,https://www.youtube.com/watch?v=q67l_GOUzGc,DisneyPlus Hotstar VIP,No,No,No,No,No,Real
Lootcase | Official Trailer | Kunal | Gajraj | Vijay | Dir: Rajesh Krishnan | Releasing: 31st July,Ni8KPvf1ydQ,https://www.youtube.com/watch?v=Ni8KPvf1ydQ,DisneyPlus Hotstar VIP,No,No,No,No,No,Real
Tanhaji: The Unsung Warrior Now Streaming on Hotstar VIP,yE2wG06knzM,https://www.youtube.com/watch?v=yE2wG06knzM,DisneyPlus Hotstar VIP,No,No,No,No,No,Real
Chhichhore | Now Streaming on Hotstar VIP,E30fT8gssd4,https://www.youtube.com/watch?v=E30fT8gssd4,DisneyPlus Hotstar VIP,No,No,No,No,No,Real
"Sawan Mein Lag Gayi Aag: Behind The Scenes | Vikrant, Yami, Badshah, Mika & Neha | Ginny Weds Sunny",AZoWW7Z1cSY,https://www.youtube.com/watch?v=AZoWW7Z1cSY,Netflix India,No,No,No,No,No,Real
Child Genius Answers Netflix Questions | Serious Men | Netflix India,P-NqFiNTovI,https://www.youtube.com/watch?v=P-NqFiNTovI,Netflix India,No,No,No,No,No,Real
Shah Rukh Khan And Kajol Are Friend Goals | Kuch Kuch Hota Hai | Netflix India,nVjv_50EfNk,https://www.youtube.com/watch?v=nVjv_50EfNk,Netflix India,No,No,No,No,No,Real
Meet Kitty | Bhumi Pednekar | Dolly Kitty Aur Woh Chamakte Sitare | Netflix India,vSgmKTUfD0g,https://www.youtube.com/watch?v=vSgmKTUfD0g,Netflix India,No,No,No,No,No,Real
Neena And Masaba Play Never Have I Ever | Masaba Masaba | Netflix India,7BPhjrt7xzI,https://www.youtube.com/watch?v=7BPhjrt7xzI,Netflix India,No,No,No,No,No,Real
Exclusive: 7 Minutes of Raat Akeli Hai ft. Nawazuddin Siddiqui | Sneak Peek | Netflix India,F8ECUF2RlMs,https://www.youtube.com/watch?v=F8ECUF2RlMs,Netflix India,No,No,No,No,No,Real
"Malang Official Trailer | Disha Patani, Aditya Roy Kapur, Anil Kapoor, Elli Avram | Netflix India",mSzmNFTlyrc,https://www.youtube.com/watch?v=mSzmNFTlyrc,Netflix India,No,No,No,No,No,Real
LOL - Full Song Video|Ginny Weds Sunny|Yami–Vikrant|Payal Dev|Kunaal Vermaa|Dev Negi,WPrCibfTDK0,https://www.youtube.com/watch?v=WPrCibfTDK0,SonyMusicIndiaVEVO,No,No,No,No,No,Real
Love Aaj Kal - Official Mashup | Sara & Kartik | Pritam | DJ Kiran Kamath,b6K9R0EDEZA,https://www.youtube.com/watch?v=b6K9R0EDEZA,SonyMusicIndiaVEVO,No,No,No,No,No,Real
Aur Tanha - Love Aaj Kal | Full Song Video | Pritam | KK | Kartik - Sara,4-Dn0LmOfP0,https://www.youtube.com/watch?v=4-Dn0LmOfP0,SonyMusicIndiaVEVO,No,No,No,No,No,Real
Taare Ginn - Dil Bechara | Full Song | Sushant-Sanjana | A.R. Rahman | Mohit-Shreya,HhWum37Mg8o,https://www.youtube.com/watch?v=HhWum37Mg8o,SonyMusicIndiaVEVO,No,No,No,No,No,Real
Tum Se Hi - Sadak 2 | Film Version | Part 1 | Ankit Tiwari | Leena B | Shabbir A,lGBFhT-KXSY,https://www.youtube.com/watch?v=lGBFhT-KXSY,SonyMusicIndiaVEVO,No,No,No,No,No,Real
Mera Naam Kizie - Dil Bechara|Lyric Video|Sushant-Sanjana|A.R. Rahman|Poorvi - Aditya,T_-gIOBvsdw,https://www.youtube.com/watch?v=T_-gIOBvsdw,SonyMusicIndiaVEVO,No,No,No,No,No,Real
"Chamak Challo Chel ChabeliLyric - Rowdy Rathore|Akshay,Sonakshi|Kumar Sanu,Shreya Ghoshal",rbmNWoHEAuo,https://www.youtube.com/watch?v=rbmNWoHEAuo,SonyMusicIndiaVEVO,No,No,No,No,No,Real
"Channa Mereya Unplugged Lyric Video - ADHM|Ranbir, Anushka|Arijit|Pritam|Karan Johar",PYzFp5o4lhE,https://www.youtube.com/watch?v=PYzFp5o4lhE,SonyMusicIndiaVEVO,No,No,No,No,No,Real
Love Lessons By Neelu Ma'am | Chhalaang | Nushrratt Bharuccha | Amazon Original Movie,Zi9O471ruk8,https://www.youtube.com/watch?v=Zi9O471ruk8,Amazon Prime Video India,No,No,No,No,No,Real
"Full Farzi Ho Tum | Chhalaang | Rajkummar Rao, Nushrratt Bharuccha | Amazon Prime Video | Nov 13",BhZhbm8rCXA,https://www.youtube.com/watch?v=BhZhbm8rCXA,Amazon Prime Video India,No,No,No,No,No,Real
Azaadi Ka Jashn | The Legend of Bhagat Singh | Happy Independence Day India | Amazon Prime Video,FFQ6YWOsOUA,https://www.youtube.com/watch?v=FFQ6YWOsOUA,Amazon Prime Video India,No,No,No,No,No,Real
Deleted Scene - Vidya Balan | Shakuntala Devi | Amazon Prime Video,XFZ1d0BD4x4,https://www.youtube.com/watch?v=XFZ1d0BD4x4,Amazon Prime Video India,No,No,No,No,No,Real
Plane Chahiye Ki Nahi | Dil Dhadakne Do | Anil K | Shefali S | Ranveer S | Priyanka C | Zoya A,TSdeP5TPyv0,https://www.youtube.com/watch?v=TSdeP5TPyv0,Excel Movies,No,No,No,No,No,Real
GullyBoy Exclusives EP:06 | Alia Bhatt | Ranveer Singh | Gully Boy,i9EkgHlHjpQ,https://www.youtube.com/watch?v=i9EkgHlHjpQ,Excel Movies,No,No,No,No,No,Real
Akash pranks Sameer | Dil Chahta Hai | Aamir Khan | Saif Ali Khan | Akshay Khanna,FEHq5ngJRB0,https://www.youtube.com/watch?v=FEHq5ngJRB0,Excel Movies,No,No,No,No,No,Real
Shaadi Koi Race Nahi Hai | Dil Dhadakne Do | Priyanka Chopra | Shefali Shah,N4yYjXsQV5s,https://www.youtube.com/watch?v=N4yYjXsQV5s,Excel Movies,No,No,No,No,No,Real
Sye Raa Trailer (Hindi) | Chiranjeevi | Amitabh Bachchan | Ram Charan | 2nd Oct,etV36Ny3PKM,https://www.youtube.com/watch?v=etV36Ny3PKM,Excel Movies,No,No,No,No,No,Real
Sye Raa Trailer 2 (Hindi) | The Battlefield | Chiranjeevi | Amitabh Bachchan | Ram Charan | 2nd Oct,keBi-IV5F_c,https://www.youtube.com/watch?v=keBi-IV5F_c,Excel Movies,No,No,No,No,No,Real
Dreams Vs Reality Promo | Gully Boy | Ranveer Singh | Alia Bhatt,YNUI5Xgr4qo,https://www.youtube.com/watch?v=YNUI5Xgr4qo,Excel Movies,No,No,No,No,No,Real
Gully Boy | Official Trailer | Ranveer Singh | Alia Bhatt | Zoya Akhtar |14th February,JfbxcD6biOk,https://www.youtube.com/watch?v=JfbxcD6biOk,Excel Movies,No,No,No,No,No,Real
"Laila Majnu | Hrithik Roshan , Farhan Akhtar , Abhay Deol , Katrina Kaif | Zindigi Na Milegi Doobara",AxexE-FmGk4,https://www.youtube.com/watch?v=AxexE-FmGk4,Excel Movies,No,No,No,No,No,Real
Gold Teaser 2 | Stand Up For Gold |  Aug 15 | AKSHAY KUMAR,KEAARjI-G-E,https://www.youtube.com/watch?v=KEAARjI-G-E,Excel Movies,No,No,No,No,No,Real
Gold Theatrical Trailer | Akshay Kumar | Mouni | Kunal | Amit | Vineet | Sunny | 15th August 2018,Pcv0aoOlsLM,https://www.youtube.com/watch?v=Pcv0aoOlsLM,Excel Movies,No,No,No,No,No,Real
The World of Gold | Gold | Akshay Kumar | Mouni | Kunal | Amit | Vineet | Sunny | 15th August 2018,S5Mi3fYSydM,https://www.youtube.com/watch?v=S5Mi3fYSydM,Excel Movies,No,No,No,No,No,Real
Fukrey Returns | Trailer | Pulkit Samrat | Varun Sharma | Manjot Singh | Ali Fazal | Richa Chadha,f-UzOpuKOVY,https://www.youtube.com/watch?v=f-UzOpuKOVY,Excel Movies,No,No,No,No,No,Real
The Bold Bunch Season 2: Rajeev Masand in Conversation with Kareena Kapoor Khan | The Quint,C00tnRGsivw,https://www.youtube.com/watch?v=C00tnRGsivw,The Quint,No,No,No,No,No,Real
Ranbir & Kareena Rapid Fire Round,NWatyBV1vo8,https://www.youtube.com/watch?v=NWatyBV1vo8,Idea,No,No,No,No,No,Real
Inside Gauri Khan and Shah Rukh Khan's glamorous New Delhi home | Vogue India,CYVeKXe12XE,https://www.youtube.com/watch?v=CYVeKXe12XE,VOGUE India,No,No,No,No,No,Real
Deepika Padukone Interview With Anupama Chopra | Padmaavat | Film Companion,BHWrsTWR0xA,https://www.youtube.com/watch?v=BHWrsTWR0xA,Film Companion,No,No,No,No,No,Real
Priyanka Chopra Full Conversation with Diljit Dosanjh at Social For Good Facebook Event | Interview,FNixcTWDIFA,https://www.youtube.com/watch?v=FNixcTWDIFA,MW Network India,No,No,No,No,No,Real
"Rapid Fire with Humpty and Dulhania - Karan Johar, Varun Dhawan, Alia Bhatt",SQC17ASyYJA,https://www.youtube.com/watch?v=SQC17ASyYJA,Dharma Productions,No,No,No,No,No,Real
Salman Khan Rapid Fire Round,lFO6qENstJ8,https://www.youtube.com/watch?v=lFO6qENstJ8,Idea,No,No,No,No,No,Real
Rapid Fire Round Koffee With Karan Season 6 Priyanka Chopra And Kareena Kapoor,XyNOg9fW1dY,https://www.youtube.com/watch?v=XyNOg9fW1dY,Prem Sharma,No,No,No,No,No,Real
Deepika Padukone & Priyanka Chopra's Rapid Fire Round!,Yh4MxRpqeDk,https://www.youtube.com/watch?v=Yh4MxRpqeDk,Idea,No,No,No,No,No,Real
Aamir & Kiran Rapid Fire Round,JCpthIcigpY,https://www.youtube.com/watch?v=JCpthIcigpY,Idea,No,No,No,No,No,Real
Priyanka And Deepika Keep It Buzzing At Koffee With Karan!,-kmed71sHzQ,https://www.youtube.com/watch?v=-kmed71sHzQ,Idea,No,No,No,No,No,Real
Shahid & Sonakshi Rapid Fire Round,W1nTkO-tDOg,https://www.youtube.com/watch?v=W1nTkO-tDOg,Idea,No,No,No,No,No,Real
Anurag Kashyap & Anushka Sharma Rapid Fire,JyiJYlYtaNc,https://www.youtube.com/watch?v=JyiJYlYtaNc,Idea,No,No,No,No,No,Real
Student of the Year Rapid Fire Round,IDlKXoOKW_s,https://www.youtube.com/watch?v=IDlKXoOKW_s,Idea,No,No,No,No,No,Real
Farhan & Vidya Rapid Fire Round,6yISnmU0pKM,https://www.youtube.com/watch?v=6yISnmU0pKM,Idea,No,No,No,No,No,Real
Koffee With Karan: Kajol and Ajay Devgn,zXRo18WJblQ,https://www.youtube.com/watch?v=zXRo18WJblQ,Star World,No,No,No,No,No,Real
Koffee Time Machine | Mon-Fri 7 PM,oUVz9XeiC44,https://www.youtube.com/watch?v=oUVz9XeiC44,Star World,No,No,No,No,No,Real
Juhi & Madhuri Rapid Fire Round,xnsl9BSPjLA,https://www.youtube.com/watch?v=xnsl9BSPjLA,Idea,No,No,No,No,No,Real
What's in my bag with Deepika Padukone| Fashion| Bollywood| Pinkvilla| Chappak,fmOzQMgFoEo,https://www.youtube.com/watch?v=fmOzQMgFoEo,PINKVILLA,No,No,No,No,No,Real
What's in my bag with Anushka Sharma | S02E06 | Fashion | Pinkvilla | Jab Harry Met Sejal,DjKrK9bhoJs,https://www.youtube.com/watch?v=DjKrK9bhoJs,PINKVILLA,No,No,No,No,No,Real
What's in my bag with Taapsee Pannu | S03E04 | Fashion | Bollywood | Pinkvilla,WmGcGoCXGTc,https://www.youtube.com/watch?v=WmGcGoCXGTc,PINKVILLA,No,No,No,No,No,Real
73 Questions With Deepika Padukone | Vogue,yg2yEId9MKQ,https://www.youtube.com/watch?v=yg2yEId9MKQ,Vogue,No,No,No,No,No,Real
73 Questions With Priyanka Chopra | Vogue,dOUV2rwMr1g,https://www.youtube.com/watch?v=dOUV2rwMr1g,Vogue,No,No,No,No,No,Real
73 Questions with Deepika Padukone on Living with Depression and more | Vogue India,_UbbVzlda8Q,https://www.youtube.com/watch?v=_UbbVzlda8Q,VOGUE India,No,No,No,No,No,Real
What's On My Phone with Ananya Panday | Pinkvilla | Bollywood | Lifestyle,Ed1NqTzN42Q,https://www.youtube.com/watch?v=Ed1NqTzN42Q,PINKVILLA,No,No,No,No,No,Real
What’s On My Phone With Shraddha Kapoor | Shraddha Kapoor Interview | Femina Up Close,XArDu4E3TeM,https://www.youtube.com/watch?v=XArDu4E3TeM,Femina India,No,No,No,No,No,Real
What's On My Phone with Sara Ali Khan | Love Aaj Kal | Pinkvilla | Lifestyle | Bollywood,onQz5g7lEqU,https://www.youtube.com/watch?v=onQz5g7lEqU,PINKVILLA,No,No,No,No,No,Real
What's on my phone with Disha Patani | S01E03 | Pinkvilla | Bollywood | Malang,etpXGAII_so,https://www.youtube.com/watch?v=etpXGAII_so,PINKVILLA,No,No,No,No,No,Real
Shah Rukh Khan Interview with Anupama Chopra | Face Time,w4rlMwZjiLQ,https://www.youtube.com/watch?v=w4rlMwZjiLQ,Film Companion,No,No,No,No,No,Real
AIB Podcast : feat. Shah Rukh Khan (Part 01),5LFdcZe7WW4,https://www.youtube.com/watch?v=5LFdcZe7WW4,All India Bakchod,No,No,No,No,No,Real
Shah Rukh Khan in Aap Ki Adalat (Full Interview),t_FyYz1pOVg,https://www.youtube.com/watch?v=t_FyYz1pOVg,IndiaTV,No,No,No,No,No,Real
Shah Rukh Khan interview with Rajeev Masand I IFFM2019,lgw93uaabyE,https://www.youtube.com/watch?v=lgw93uaabyE,Rajeev Masand,No,No,No,No,No,Real
"Kal Ho Naa Ho Full Video - Title Track|Shah Rukh Khan,Saif Ali,Preity|Sonu Nigam|Karan J",g0eO74UmRBs,https://www.youtube.com/watch?v=g0eO74UmRBs,SonyMusicIndiaVEVO,No,No,No,No,No,Real
SRK answers the Internet's Most Searched Questions | Shah Rukh Khan,d4xTfc_-FK4,https://www.youtube.com/watch?v=d4xTfc_-FK4,Zee Series,No,No,No,No,No,Real
OFFICIAL: 'Lovely' FULL VIDEO Song | Shah Rukh Khan | Deepika Padukone | Kanika Kapoor,HT7g_9eNnYk,https://www.youtube.com/watch?v=HT7g_9eNnYk,T-Series,No,No,No,No,No,Real
"Tujh Mein Rab Dikhta Hai Song | Rab Ne Bana Di Jodi | Shah Rukh Khan, Anushka Sharma | Roop Kumar R",qoq8B8ThgEM,https://www.youtube.com/watch?v=qoq8B8ThgEM,YRF,No,No,No,No,No,Real
Satyamev Jayate S1 | Episode 3 | Big Fat Indian Wedding | Dreams Dashed (Hindi),oOzr18KsFKQ,https://www.youtube.com/watch?v=oOzr18KsFKQ,Satyamev Jayate,No,No,No,No,No,Real
Satyamev Jayate Aamir Khan | Official Theme Song,MXg6Usdjl5c,https://www.youtube.com/watch?v=MXg6Usdjl5c,T-Series,No,No,No,No,No,Real
Satyamev Jayate Season 3 | Episode 6 | When Masculinity Harms Men | Full episode (Subtitled),vuo4wbREE4U,https://www.youtube.com/watch?v=vuo4wbREE4U,Satyamev Jayate,No,No,No,No,No,Real
"The Actors Roundtable 2020 | Saif, Nawazuddin, Rajkummar, Pankaj, Jaideep, Kunal, Divyenndu, Pratik",clsZqb0eT8A,https://www.youtube.com/watch?v=clsZqb0eT8A,Rajeev Masand,No,No,No,No,No,Real
The Actors Roundtable 2017 with Rajeev Masand | CNBC TV18,fRgM4ZyYRTg,https://www.youtube.com/watch?v=fRgM4ZyYRTg,CNBC-TV18,No,No,No,No,No,Real
"The Actresses Roundtable 2020 | Shabana, Tillotama, Taapsee, Deepika, Rasika, Janhvi, Kiara, Tripti",facFt1NPD7o,https://www.youtube.com/watch?v=facFt1NPD7o,Rajeev Masand,No,No,No,No,No,Real
"The Newcomers Roundtable 2019 with Rajeev Masand | Siddhant Chaturvedi,Ananya Panday,Tara Sutaria",O8BXjZQxAOk,https://www.youtube.com/watch?v=O8BXjZQxAOk,CNN-News18,No,No,No,No,No,Real
The Actresses Roundtable 2018 with Rajeev Masand | Bollywood Roundtable Exclusive,EKFLiAztJ5Y,https://www.youtube.com/watch?v=EKFLiAztJ5Y,CNN-News18,No,No,No,No,No,Real
Rendezvous with Simi Garewal Rekha Part 1,PfmXm6ucyOM,https://www.youtube.com/watch?v=PfmXm6ucyOM,SimiGarewalOfficial,No,No,No,No,No,Real
Rendezvous with Simi Garewal - Sushmita Sen & Renee,GJ7yJnJIvdY,https://www.youtube.com/watch?v=GJ7yJnJIvdY,SimiGarewalOfficial,No,No,No,No,No,Real
Rendezvous with Simi Garewal Amitabh Bachchan & Family Part 1,KTjrTSd2TkI,https://www.youtube.com/watch?v=KTjrTSd2TkI,SimiGarewalOfficial,No,No,No,No,No,Real
Rendezvous with Simi Garewal -  Saif Ali Khan & Amrita Singh (Platinum Collection),l5LQmODJ4wQ,https://www.youtube.com/watch?v=l5LQmODJ4wQ,SimiGarewalOfficial,No,No,No,No,No,Real
Rendezvous with Simi Garewal - Aishwarya Rai (1999),76tkBEla6Oo,https://www.youtube.com/watch?v=76tkBEla6Oo,SimiGarewalOfficial,No,No,No,No,No,Real
Rendezvous with Simi Garewal - Kajol & Karan Johar,YvAWnKipyEo,https://www.youtube.com/watch?v=YvAWnKipyEo,SimiGarewalOfficial,No,No,No,No,No,Real
Rendezvous with Simi Garewal - Kareena Kapoor (Part1) 2002,xVHhTbvMFDU,https://www.youtube.com/watch?v=xVHhTbvMFDU,SimiGarewalOfficial,No,No,No,No,No,Real
Irrfan Khan Interview with Anupama Chopra | Hindi Medium | FC Unfiltered,Lbjz76KV5ok,https://www.youtube.com/watch?v=Lbjz76KV5ok,Film Companion,No,No,No,No,No,Real
Luka Chuppi': Kartik Aaryan and Kriti Sanon Play The CRAZY Game Of 'Guess The Celeb',O3HhYqeIvlQ,https://www.youtube.com/watch?v=O3HhYqeIvlQ,Bollywood Bubble,No,No,No,No,No,Real
Priyanka Chopra Jonas Reveals the Deeply Personal Meaning Behind Her Tattoo,jjLJxGNTZI4,https://www.youtube.com/watch?v=jjLJxGNTZI4,The Tonight Show Starring Jimmy Fallon,No,No,No,No,No,Real
One Word Songs with Priyanka Chopra Jonas,sLdHansPr20,https://www.youtube.com/watch?v=sLdHansPr20,The Tonight Show Starring Jimmy Fallon,No,No,No,No,No,Real
"""Welcome To The Club, America"" - Priyanka Chopra Jonas Reacts To Seeing VP Kamala Harris Sworn In",kjeG7tRMEO8,https://www.youtube.com/watch?v=kjeG7tRMEO8,The Late Show with Stephen Colbert,No,No,No,No,No,Real
"The Kapil Sharma Show Season 2- Fun Time With Priyanka-दी कपिल शर्मा शो 2 -Full Ep 80 -5th Oct, 2019",aX-zsq9UJpc,https://www.youtube.com/watch?v=aX-zsq9UJpc,SET India,No,No,No,No,No,Real
Priyanka Chopra Jonas Interview with Anupama Chopra | Unfinished | Film Companion,3H6cdC8ql-4,https://www.youtube.com/watch?v=3H6cdC8ql-4,Film Companion,No,No,No,No,No,Real
Priyanka Chopra Dispels a Big Misconception About Bollywood,qCSu-X_aEvo,https://www.youtube.com/watch?v=qCSu-X_aEvo,Late Night with Seth Meyers,No,No,No,No,No,Real
We Can Be Heroes | Priyanka Chopra & Pedro Pascal | Official Trailer | Netflix India,g9O2YTtdaZA,https://www.youtube.com/watch?v=g9O2YTtdaZA,Netflix India,No,No,No,No,No,Real
"AK vs AK | Official Trailer | Anil Kapoor, Anurag Kashyap, Vikramaditya Motwane | Netflix India",lXZPMb51IQU,https://www.youtube.com/watch?v=lXZPMb51IQU,Netflix India,No,No,No,No,No,Real
"The Girl On The Train | Official Trailer | Parineeti Chopra, Aditi Rao Hydari & Kirti Kulhari",LE8-4aRf5VQ,https://www.youtube.com/watch?v=LE8-4aRf5VQ,Netflix India,No,No,No,No,No,Real
"What Are The Odds? | Official Trailer | Abhay Deol, Yashaswini, Karanvir, Monica | Netflix India",ZfXpo1ghR8s,https://www.youtube.com/watch?v=ZfXpo1ghR8s,Netflix India,No,No,No,No,No,Real
Fabulous Lives of Bollywood Wives | Official Trailer | Netflix India,5IQ645-UUV4,https://www.youtube.com/watch?v=5IQ645-UUV4,Netflix India,No,No,No,No,No,Real
The Fabulous Wives React to Themselves | Fabulous Lives of Bollywood Wives | Netflix India,9noRI6Vx0JM,https://www.youtube.com/watch?v=9noRI6Vx0JM,Netflix India,No,No,No,No,No,Real
62nd Filmfare Awards | Full Filmfare Awards 2017 In HD | Shahrukh Khan | Kapil Sharma | Alia Bhatt,UtHbm8xqpjE,https://www.youtube.com/watch?v=UtHbm8xqpjE,FilmfareOfficial,No,No,No,No,No,Real
